text,intent
"After I belong out to theatrical with my family two weeks ago, unity found that my body commencement to displaying assorted symptoms. When I went to the hospital, the regain asked what I ate freshly, the symptoms I had recently, and then I had a routine examination. Diagnosed with sharp myocardial infarction, want to cognize what the diagnostic criteria for acute myocardial infarction are?",definition
"ache from fungal vaginitis and using clotrimazole vaginal suppository for treatment, should it be used after menstruation? How many track of medication are required?",usage
my 2 year old has a small fever and is vomiting. i'm worried about her. are these symptoms of the coronavirus?,disease manifestations
What to do if the penis is broken,treatment method
Can a pelvic fracture be graded as a disability? How lots? Thank you,definition
"Hello doctor, I've been distracted and anxious recently. I can't control my emotions. I'm always angry about the past, thinking about it, what should I do?",treatment
What are the cause of COPD?,cause
"I always have a cough in the forenoon, it is been a mois or two, is it chronic bronchitis?",symptoms
"I want to ask, I have frequent urination, acute intercourse, pain, dreams, and more secretions",disease manifestations
Is high pressure 123 low pressure 57 heartbeat 78 normal?,disease manifestations
Can Renhe Group's 8-month-old calcium gluconate beverage? The box alleges it's not suitable for babes under two yr honest-to-god,usage
Traditional Chinese herbal formula for treating kidney stones,applicable disease
Triglycerides are so high that I don't know what to do next.,treatment
"Fever of 39 degrees for 4 days, sore throat, slight cough, demand medicine, injections, the feverishness can't go down, blood routine is rule, chest X-ray shows that it says bronchitis.",symptoms
Where can I buy chondroitin sulfate tablets? Are chondroitin sulfate tablets a prescription drug? Can hyperlipidemia be treated with chondroitin sulfate tablets?,ask more
What causes spleen hemangioma,cause
Can a 6-month-old baby swallowed cod liver crude? I want to complemented it for my baby now. Let me experience.,usage
Symptoms and manifestations of chronic bronchitis,symptoms
"What do you do when you wake up and can't fall asleep? I'm 7 months pregnant now, I often wake up on time at night, and then I can't fall back asleep.",cause
"Greetings, iodin have rheumatoid arthritis. The doctor prescribed Yishenjuanbi Pill. Can I take this medicine for a long time?",usage
If the sclerotherapy treatment of cavernous hemangioma is unsuccessful; can surgical treatment be performed? The hemangioma on my child's foot is raised and it is a red hemangioma. Inner Mongolia babies grow on the foot. Are hemangiomas dangerous?,disease manifestations
"Doctor, hello, can the Haima Chasing Ointment be used for diabetes? Give me some advice",applicable disease
Can I use compound mylabris if I have nitty-gritty disease? Now it is bile duct cancer,applicable disease
"Severe heat during breastfeeding, bloody nose, sore throat, itchy hemorrhoids, how to delicacy?",treatment
"I was constitute to have supremo blood pressure in March last twelvemonth, 14/259. I have been contract antihypertensive medications for more than a year as prescribed by the doctor, and it is primarily usual. But recently I suddenly found that my blood pressure was very low after contract the medicinal entire day, about 138/37. , issue uncomfortableness. I have not admit any medicated since the day before yesterday, but my profligate insistency has remained within this range. This morning, my blood pressure was 64/144. Please give me some counsels, thank you!",symptoms
"I got hemorrhoids while breastfeeding, what should I do?",treatment method
"Every kiddies is a treasure in their parents' manning, and no parent would require their nipper to suffer from any stubborn disease. However, the early symptoms of some diseases are pretermit because they're not gentle to detect. The most suitable time for treating. So. Whar are the early symptoms of epilepsy in enfants?",symptoms
"Salut, I seem to have genital herpes, what should I do? Today unity uncovered that there are several small blisters on the surface of mines, which are sore, itchy, hot, and seem to be wake. What's ill-timed? ",symptoms
"I often skip breakfast. Recently, I've mislay my appetite and feel nauseous. Whar is the reason??",symptoms
What medicine do men take for urinary tract infection,treatment
How does Vantele wreak on ankle sprains?,applicable disease
"A circular rash with a diameter of 1 mm developed on the penis next to the penis frenulum, no feeling, found in the bath on the 2nd. Pink, smooth surface. Coated with white rice vinegar at home White birth creatures.",definition
What to do with leg hamper,treatment method
"I have endocrine disorders recently, how can I fix this?",treatment method
depression has relapsed ix times in fifth years after pick paroxetine tablets. Is it because iodine did not guide it right?,usage
"I want to ask, what kind of heart patients is Qili Qiangxin Capsule suitable for?",applicable disease
What are the symptoms of menopausal hypertension?,disease manifestations
"direct pain, cough, neck pain, and a little burning",treatment
How do I know about pregnancy with irregular menstruation?,method
"I usually abide up late, which tip to endocrine disorders and acne on my face. How can I adjustment it?",method
"After the man touched the girl's genitals with his hands, his stomach hurts. He wiped the toilet paper and wiped blood, but a lot of it disappeared. What's the matter?",cause
What should I do if ane have a messy dream? What can I do to meliorate my insomnia and dreamt during childbearing?,method
