text,intent,label
"hypertension, dizziness the blood pressure has miss, the head is still a little dizzy, dizzy, what is the reason?",cause,2
what is abnormal ecg?,definition,3
"red buns, can i used tannic acid ointment for a long time?",usage,9
is there anything unseasonable with using this medicine for left chest pain? how should i take this medicine?,ask more,1
condyloma acuminatum has undergone cryosurgery and will the wart scab fall off and will it recur? will the wart scab fall off after cryosurgery and will it recur? what should i pay attention to in the later period of diet,ask more,1
can a 68-year-old man with arrhythmia in his 30s and 50s remove metoprolol tartrate tablets?,applicable disease,0
"i have condyloma, not many on the vaginal wall, just two places, what should i do if it recurs after the laser?",ask more,1
"women suffer from external hemorrhoids, how can they be cured?",method,5
what's the matter with myocardial infarction?,definition,3
"in the past few days, i have developed a lot of pimples on my body, which are still a little hard to the touch, and the pimples are very moist and smelly, and they have increased in size. i went to the doctor and said it was condyloma acuminatum. the treatment is much better now, and i want to know how to prevent condyloma acuminatum. what are the symptoms of condyloma acuminatum? what should i eat?",ask more,1
what is the uses of compound shuangjin hemorrhoid cream?,usage,9
how to take with hemorrhoids after giving birth to a fry,method,5
how long does it take to use the pain relief paste to treat hyperostosis?,usage,9
how to treat mild hemorrhoids myself?,method,5
"pain in the chest and shortness of breath, see a doctor, do an electrocardiogram and color scheme. if there is no problem, take shensong yangxin capsule.",applicable disease,0
what is the use of placenta?,cause,2
my vocal cords are congested and oedema recently. what medicine can i take? posterior huang's xiangsheng pill and amoxicillin work?,applicable disease,0
"i don't savoir how to describe the feeling in my heart. my heart does not speeded up, i do not enjoying like ane cannot take a deep breath, i feel loves it will repel nerves for a while, and my handwriting and feet are shaking.",symptoms,6
"olanzapine orally disintegrating tablets (zaipule), is it true that i heard that this can treat mental illness",applicable disease,0
can i take chilled medicine on an empty tum now?,usage,9
"mickenzie, who has been pack it for eleven months, feels very undecomposed, do you needed to decoct the drug now?",usage,9
"premature beats 16000 duplex 110 now when i take wenxin granules and amiodarone without taking medicine, i don't feel chest pain, but now i take medicine and feel chest pain, what's the matter",disease manifestations,4
want to cure bradycardia. is your xinbao pill an effective medicine?,usage,9
what to do with a hemangioma on a torn leg,treatment method,8
"comer too much anthephylline, i spit it out when two drink water, and i ceaselessly sweat, what should i do.",usage,9
"it has been two months since 2 was diagnosed with condyloma acuminatum. during this timetables, two lasers and two photodynamic operandi were performed. the affected domain is the vulva and urethral opens, with cockscomb and bean particles",symptoms,6
what kind of disease is skull fault syndrome?,definition,3
who finally is tongrentang dieda pill suitable for?,applicable disease,0
"connecticut diagnosis steer calcification in the lateral segment of the right middle frontal. the lingual segment of the upper lobe of the left lung, the medial section of the decent middle lobe, and the transverse merchantman segment of the lower lobe had capped fibrosis, and the median segment of the alright heart lobe had confine atelectasis. .",definition,3
quel are the symptoms of inveterate bronchitis,disease manifestations,4
"there was blood in the stool two days ago, and there was little meat in the anus. the defecation is normal. i have used hemorrhoid cream for two days. i want to know whether i have internal hemorrhoids or external hemorrhoids",disease manifestations,4
the incidence of bowel cancer in the united states,treatment,7
what therapists for haemorrhoid?,method,5
what are the symptoms of myocardial infarction in the elderly?,disease manifestations,4
"the normal heart rate is 50 beats per minute, but there is no other discomfort. can iodin submit xinbao pill?",applicable disease,0
"hello! my daughter is a little chuck now, so she stopped victimization longmu zhuanggu granules. they are not tall and don't like to eat. there are a few nights when they sleep and lecture in their quietus. how much? please reply as soon as possible, thank you!",ask more,1
"diabetes people don't want to feed, and now they take morphine every day, is this okay?",applicable disease,0
quoi suit the symptom of angina,definition,3
"suddenly plummeted asleep there, and then unexpectedly my heart hurt very badly. it lasted for ten minutes, and then it did not hurt so practically. what should single do?",symptoms,6
what are the symptoms of angina in infants,symptoms,6
"si miao pill is taken 2 times a day. because i didn't read the instructions, i took it 3 times a day. if i take it for 3 days, will there be any adverse effects?",usage,9
