text,intent,label
Health breeding for cerebral infarction?,method,5
"Breelyn, demand the doctor to fulfilling minimally invasive surgery for lumbar disc hernia?",method,5
The inside of the labia minora has abated particles like fish roe that are very itchy. It will be tremendously after washing it with warm peeing. Is it condyloma acuminatum?,definition,3
"The child refuses to eat, does not absorb, and is thin, what should I do?",treatment method,8
"How to treat, my daughter has a red spot since she was gestate, and now it's 3 months, the ruby-red spot has gotten gravid, how should I treat it now, some people say it's a hemangioma, how about a baby in Inner Mongolia with a hemangioma? Judgment?",disease manifestations,4
can covid19 cause shortness of breath without a cough?,definition,3
Hemorrhoids will be good for themselves,ask more,1
"Ten days after hemorrhoid surgery, when will I be able to recover?",treatment,7
"Have suffered from internal hemorrhoids for seven or eight years. It will be more serious if you work too much or get angry. There will be soy-sized bumps in the inside of the anus, which will hurt after exertion. What remedies can be used to eradicate them?",treatment,7
"Doctor, hello, I have menstrual period while study medicine for cystitis, should I continue taking medicine?",usage,9
"Pretext me, what's a runny nose and what to do with a frigidness?",method,5
My muscles and bones have been sore these days. I wonder if I can apply Lingrui 's rheumatism cream?,applicable disease,0
I want to consult how to treat my internal and external hemorrhoids now?,method,5
lav Yunnan Baiyao tincture be used for rheumatism?,applicable disease,0
"The overall is very sad, negative, thinks things very pessimistically, weeps inexplicably, manic, easy doubts himself, feel pain in biography",definition,3
"Dad's nasal cavity malignant tumor, can that it be cured?",method,5
What should I do if the gestational sac flows out of the drug flow?,treatment,7
Whereof is COPD,definition,3
Can potato chips cure hemorrhoids. Can raisins cure piles?,treatment method,8
How to daintiness haemorrhoids by yourself,method,5
"Hello, may I ask if the child has a fever, 38 degrees 3, there are Chaihu swing Pills at home, can I present her some food?",applicable disease,0
"I was found to have high blood pressure in March last year, 92/150. I have been taking antihypertensive drugs for more than a year as prescribed by the doctor, and it is basically normal. But recently I suddenly found that my blood pressure was very low after taking the drug every day, about 75/110. , Head discomfort. I haven't taken any medicine since the day before yesterday, but my blood pressure has remained within this range. This morning, my blood pressure was 72/100. Please give me some advice, thank you!",symptoms,6
My uncle has atrial fibrillation. I accompanied him to the hospital. The Dr. auscultated him and articulate that there was something wrongly with his auscultation. What are the idiosyncrasies of auscultation in atrial tachycardia?,symptoms,6
What brand of cod liver oil is good for cocker? live there any mother who bought cod liver oil from Hong Kong for babies? What brand is good?,ask more,1
How to treat gyrus skull,treatment method,8
"I cannot breathe when I smell a pungent feel or transforming to a place with a fated of dust. Sometimes I cannot do painstaking exercise, and I cannot breathe. The doctor said that I've asthma, and it is recommended to be hospitalised for processing. supersensitised What are the treatments for asthma?",method,5
"What spray is there for palpitations, palpitations and chest tightness?",treatment,7
"The heart has a premature beat. Why do I wake up three times tonight when I sleep and dream, and I always feel very weak when walking for a long time.",disease manifestations,4
What is hereditary ataxia aka polyneuritis,definition,3
How long is the shelf life of Debakin Sodium As Valproate Sustained Release Tablets? Can it be used for bipolar disorder?,ask more,1
"Hello, my mother's intervention in Jimo People's Hospital for cerebral hemorrhage now requires rehabilitation. What information do I need to reserve a bed in our hospital",method,5
What are the symptoms of inconsistency asthma?,symptoms,6
"I have bronchitis. I have a cold these days, a stuffy nose, and a fever. My snot is yellow.",disease manifestations,4
Do internal hemorrhoids have to be surgically treated? Do internal hemorrhoids have to be surgically treated? Understand the treatment without consultation,method,5
"Wake up every day at three or four o'clock in the third trimester, and can't sleep after waking up, how could this be?",cause,2
"hi there, i was recently in close contact with someone who travelled overseas. the person has become ill but has not communicated whether or not they’ve been tested. should i go and get tested for covid19?",usage,9
How to solve constipation,treatment,7
"How come there is such a phenomenon, frequent urination, how to solve this kind of pain?",treatment,7
"una few twelvemonth previously, I often had a cold and it was useless to question any medicine. What medicine is unspoilt? Later, single had a utmost cough and the sputum wasn't the normal color, but was yellow-bellied. I went to the hospital to consults a doctor and asserted that the bronchial underground Expansion, hospitalization, what is the best medicine?",method,5
"My tiddler has a hemangioma on her wrist, which is a little dangerous. Now that she is a little old, the doctor asked her to operate. When will the infant in interior Mongolia get a hemangioma process?",cause,2
"Excuse me, the old serviceman has bradycardia, can I carry this Wenxin Granules? I thought unity needed an operation soon, but the dynamic electrocardiogram said it was bradycardia and I wouldn't dare to operate.",applicable disease,0
"What medicine is suitable for this condition, and is there any full recommendation for depression?",ask more,1
"hi, i have a friend who is a female, age 16 and has complaints of light-headedness, migraines, blurry vision, can t breathe in deep without coughing, complains of body aches, chills, and a fever. she is going to the er tomorrow because they are unable to go today due to being snowed in. it sounds like pneumonia but not sure.thank you for your help",treatment,7
There is visible mucus in the stool. It is proctitis. How can it be treated effectively?,treatment method,8
What sort of disease is intracranial metastases?,definition,3
